,shift,activity,date_time
466,67,Patient_registration_for_HTMC,2016-10-14 10:09:00
467,67,Charge,2016-10-14 11:30:00
468,67,Patient_registration_for_specialized_medical_aid,2016-10-14 11:39:00
469,67,Charge,2016-10-14 11:43:00
470,67,Charge,2016-10-14 12:04:00
471,67,Charge,2016-10-14 12:04:00
472,67,Medical_documentation_and_release_records,2016-10-14 13:04:00
473,67,Charge,2016-10-14 16:43:00
474,68,CP-2.04 Exit through the turnstile 3,2016-10-17 08:40:09
475,68,Card reader CPC D1.10,2016-10-17 08:41:59
476,68,Patient_registration_for_HTMC,2016-10-17 10:23:00
477,68,Patient_registration_for_HTMC,2016-10-17 11:34:00
478,68,Patient_registration_for_HTMC,2016-10-17 11:51:00
479,68,Charge,2016-10-17 15:00:00
480,68,Charge,2016-10-17 15:00:00
481,68,Charge,2016-10-17 16:06:00
482,68,Patient_registration_for_specialized_medical_aid,2016-10-17 16:07:00
483,68,Patient_registration_for_specialized_medical_aid,2016-10-17 16:08:00
484,69,CP-2.04 Exit through the turnstile 3,2016-10-18 08:47:16
485,69,Card reader CPC D1.41,2016-10-18 08:48:50
486,69,Card reader CPC D1.10,2016-10-18 08:48:54
487,69,Appointment_card,2016-10-18 10:55:00
488,69,Patient_registration_for_HTMC,2016-10-18 13:20:00
489,69,Charge,2016-10-18 13:36:00
490,70,CP-2.04 Exit through the turnstile 3,2016-10-19 09:07:07
491,70,Card reader CPC D1.41,2016-10-19 09:08:32
492,70,Card reader CPC D1.10,2016-10-19 09:08:37
493,70,Charge,2016-10-19 11:53:00
494,70,Patient_registration_for_specialized_medical_aid,2016-10-19 11:55:00
495,70,Charge,2016-10-19 16:25:00
496,71,CP-2.04 Exit through the turnstile 3,2016-10-20 08:44:32
497,71,Charge,2016-10-20 12:15:00
498,72,CP-2.04 Exit through the turnstile 3,2016-10-21 08:45:02
499,72,CP-2.04 Exit through the turnstile 3,2016-10-21 08:45:05
500,72,Charge,2016-10-21 10:10:00
501,72,Charge,2016-10-21 10:23:00
502,72,Charge,2016-10-21 10:32:00
503,72,Patient_registration_for_HTMC,2016-10-21 13:44:00
504,73,CP-2.04 Exit through the turnstile 3,2016-10-24 08:39:23
505,73,Card reader CPC D1.41,2016-10-24 08:40:54
506,73,Patient_registration_for_HTMC,2016-10-24 12:48:00
507,73,Charge,2016-10-24 13:29:00
508,73,Charge,2016-10-24 13:39:00
509,73,Charge,2016-10-24 14:17:00
510,73,Charge,2016-10-24 15:21:00
511,73,Charge,2016-10-24 15:25:00
512,73,Charge,2016-10-24 15:27:00
513,73,Patient_registration_for_HTMC,2016-10-24 15:58:00
514,74,CP-2.04 Exit through the turnstile 3,2016-10-25 08:51:00
515,74,Card reader CPC D1.10,2016-10-25 08:52:27
516,74,Card reader CPC D1.41,2016-10-25 11:04:07
517,74,Card reader CPC D1.10,2016-10-25 11:04:13
518,74,Charge,2016-10-25 12:49:00
519,74,Patient_registration_for_HTMC,2016-10-25 15:00:00
520,75,CP-2.04 Exit through the turnstile 3,2016-10-26 08:44:50
521,75,Card reader CPC D7.05,2016-10-26 08:49:02
522,75,Card reader CPC D1.10,2016-10-26 10:38:13
523,75,Patient_registration_for_HTMC,2016-10-26 12:58:00
524,75,Patient_registration_for_HTMC,2016-10-26 13:06:00
525,76,CP-2.04 Exit through the turnstile 3,2016-10-27 08:39:43
526,76,Charge,2016-10-27 08:57:00
527,76,Charge,2016-10-27 12:55:00
528,76,Регистрация_пациента_по_КА,2016-10-27 14:17:00
529,76,Регистрация_пациента_по_КА,2016-10-27 14:28:00
530,76,Регистрация_пациента_по_КА,2016-10-27 14:33:00
531,76,Регистрация_пациента_по_КА,2016-10-27 14:34:00
532,76,Регистрация_пациента_по_КА,2016-10-27 14:36:00
533,77,CP-2.04 Exit through the turnstile 3,2016-11-07 08:45:04
534,77,Card reader CPC D1.10,2016-11-07 08:46:32
535,77,Patient_registration_for_HTMC,2016-11-07 09:55:00
536,77,Charge,2016-11-07 16:09:00
537,77,Charge,2016-11-07 16:13:00
538,78,CP-2.04 Exit through the turnstile 3,2016-11-08 08:57:14
539,78,Charge,2016-11-08 09:32:00
540,78,Patient_registration_for_HTMC,2016-11-08 09:40:00
541,78,Patient_registration_for_HTMC,2016-11-08 09:51:00
542,78,Регистрация_пациента_по_КА,2016-11-08 10:19:00
543,78,Регистрация_пациента_по_КА,2016-11-08 10:25:00
544,78,Регистрация_пациента_по_КА,2016-11-08 10:28:00
545,78,Patient_registration_for_specialized_medical_aid,2016-11-08 10:32:00
546,78,Charge,2016-11-08 10:34:00
547,78,Patient_registration_for_specialized_medical_aid,2016-11-08 10:35:00
548,78,Charge,2016-11-08 10:41:00
549,78,Charge,2016-11-08 11:26:00
550,78,Charge,2016-11-08 11:27:00
551,78,Charge,2016-11-08 11:46:00
552,78,Charge,2016-11-08 12:02:00
553,78,Charge,2016-11-08 12:03:00
554,78,Charge,2016-11-08 12:03:00
555,78,Charge,2016-11-08 14:38:00
556,79,Card reader CPC D1.10,2016-11-09 08:50:10
557,79,Patient_registration_for_HTMC,2016-11-09 09:53:00
558,79,Charge,2016-11-09 15:33:00
559,80,CP-2.04 Exit through the turnstile 3,2016-11-10 09:01:04
560,80,Card reader CPC D1.10,2016-11-10 09:02:25
561,80,Card reader CPC D1.41,2016-11-10 12:45:03
562,80,Card reader CPC D1.10,2016-11-10 12:45:09
563,80,Charge,2016-11-10 15:16:00
564,81,CP-2.04 Exit through the turnstile 3,2016-11-11 08:50:31
565,81,Card reader CPC D1.41,2016-11-11 08:52:04
566,81,Card reader CPC D1.10,2016-11-11 08:52:10
567,81,Card reader CPC D7.05,2016-11-11 08:54:39
568,81,Patient_registration_for_HTMC,2016-11-11 12:29:00
569,81,Charge,2016-11-11 16:15:00
570,82,CP-2.04 Exit through the turnstile 3,2016-11-14 08:53:11
571,82,Card reader CPC D1.10,2016-11-14 08:54:42
572,82,Charge,2016-11-14 14:40:00
573,83,CP-2.04 Exit through the turnstile 3,2016-11-15 08:52:12
574,83,Card reader CPC D1.41,2016-11-15 08:53:31
575,83,Card reader CPC D1.10,2016-11-15 08:53:37
576,83,Card reader CPC D7.05,2016-11-15 08:55:56
577,83,Charge,2016-11-15 09:51:00
578,83,Регистрация_пациента_по_КА,2016-11-15 12:44:00
579,84,CP-2.04 Exit through the turnstile 3,2016-11-16 08:50:23
580,84,Charge,2016-11-16 13:31:00
581,84,Charge,2016-11-16 15:21:00
582,84,Charge,2016-11-16 15:23:00
583,84,Charge,2016-11-16 16:26:00
584,85,CP-2.04 Exit through the turnstile 3,2016-11-17 08:41:34
585,85,Charge,2016-11-17 09:12:00
586,85,Charge,2016-11-17 09:29:00
587,85,Регистрация_пациента_по_КА,2016-11-17 09:30:00
588,85,Charge,2016-11-17 09:40:00
589,85,Charge,2016-11-17 11:06:00
590,85,Medical_documentation_and_release_records,2016-11-17 14:39:00
591,85,Регистрация_пациента_по_КА,2016-11-17 15:40:00
592,86,CP-2.04 Exit through the turnstile 3,2016-11-18 08:47:29
593,86,Card reader CPC D1.10,2016-11-18 08:49:01
594,86,Charge,2016-11-18 09:39:00
595,86,Регистрация_пациента_по_КА,2016-11-18 09:40:00
596,86,Charge,2016-11-18 11:37:00
597,86,Charge,2016-11-18 11:56:00
598,86,Регистрация_пациента_по_КА,2016-11-18 11:57:00
599,86,Charge,2016-11-18 12:08:00
600,86,Регистрация_пациента_по_КА,2016-11-18 12:28:00
601,86,Регистрация_пациента_по_КА,2016-11-18 12:39:00
602,86,Charge,2016-11-18 13:14:00
603,86,Charge,2016-11-18 13:15:00
604,86,Patient_registration_for_HTMC,2016-11-18 15:36:00
605,86,Charge,2016-11-18 16:00:00
606,86,Регистрация_пациента_по_КА,2016-11-18 16:02:00
607,86,Регистрация_пациента_по_КА,2016-11-18 16:05:00
608,86,Регистрация_пациента_по_КА,2016-11-18 16:07:00
609,86,Регистрация_пациента_по_КА,2016-11-18 16:34:00
610,86,Регистрация_пациента_по_КА,2016-11-18 16:42:00
611,86,Card reader CPC D1.09,2016-11-18 17:00:23
612,87,CP-2.04 Exit through the turnstile 3,2016-11-21 08:47:26
613,87,Card reader CPC D1.10,2016-11-21 08:49:28
614,87,Patient_registration_for_HTMC,2016-11-21 11:32:00
615,87,Patient_registration_for_HTMC,2016-11-21 15:45:00
616,87,Регистрация_пациента_по_КА,2016-11-21 16:13:00
617,87,Charge,2016-11-21 16:15:00
618,87,Регистрация_пациента_по_КА,2016-11-21 16:16:00
619,88,CP-2.04 Exit through the turnstile 3,2016-11-22 08:44:32
620,88,Card reader CPC D1.10,2016-11-22 08:45:59
621,88,Card reader CPC D7.05,2016-11-22 08:48:24
622,88,Charge,2016-11-22 09:27:00
623,88,Регистрация_пациента_по_КА,2016-11-22 10:00:00
624,88,Charge,2016-11-22 10:05:00
625,88,Charge,2016-11-22 10:43:00
626,89,CP-2.04 Exit through the turnstile 3,2016-11-23 08:45:58
627,89,Card reader CPC D1.10,2016-11-23 08:47:36
628,89,Charge,2016-11-23 09:37:00
629,89,Charge,2016-11-23 09:46:00
630,89,Регистрация_пациента_по_КА,2016-11-23 09:47:00
631,89,Charge,2016-11-23 10:23:00
632,89,Регистрация_пациента_по_КА,2016-11-23 10:26:00
633,89,Charge,2016-11-23 11:20:00
634,89,Регистрация_пациента_по_КА,2016-11-23 11:21:00
635,89,Patient_registration_for_HTMC,2016-11-23 12:25:00
636,89,Charge,2016-11-23 13:02:00
637,89,Charge,2016-11-23 13:57:00
638,89,Patient_registration_for_HTMC,2016-11-23 14:23:00
639,89,Patient_registration_for_HTMC,2016-11-23 16:27:00
640,90,CP-2.04 Exit through the turnstile 3,2016-11-24 08:45:58
641,90,Card reader CPC D1.41,2016-11-24 08:48:21
642,90,Card reader CPC D1.10,2016-11-24 08:48:26
643,90,Patient_registration_for_HTMC,2016-11-24 10:34:00
644,90,Charge,2016-11-24 11:46:00
645,90,Patient_registration_for_HTMC,2016-11-24 13:00:00
646,90,Charge,2016-11-24 13:12:00
647,90,Charge,2016-11-24 13:12:00
648,90,Charge,2016-11-24 15:23:00
649,91,CP-2.04 Exit through the turnstile 3,2016-11-25 08:49:23
650,91,Card reader CPC D1.41,2016-11-25 08:51:43
651,91,Card reader CPC D1.10,2016-11-25 08:51:49
652,91,Patient_registration_for_HTMC,2016-11-25 12:02:00
653,91,Charge,2016-11-25 13:05:00
654,92,CP-2.04 Exit through the turnstile 3,2016-11-28 08:51:43
655,92,Patient_registration_for_HTMC,2016-11-28 09:26:00
656,92,Charge,2016-11-28 11:58:00
657,92,Charge,2016-11-28 14:00:00
658,92,Регистрация_пациента_по_КА,2016-11-28 14:00:00
659,92,Charge,2016-11-28 14:04:00
660,92,Регистрация_пациента_по_КА,2016-11-28 14:05:00
661,92,Charge,2016-11-28 14:07:00
662,93,CP-2.04 Exit through the turnstile 3,2016-11-29 08:49:51
663,93,Card reader CPC D1.41,2016-11-29 08:51:17
664,93,Card reader CPC D1.10,2016-11-29 08:51:23
665,93,Card reader CPC D7.05,2016-11-29 08:52:17
666,93,Charge,2016-11-29 12:53:00
667,93,Charge,2016-11-29 14:08:00
668,93,Patient_registration_for_HTMC,2016-11-29 15:38:00
669,93,Patient_registration_for_HTMC,2016-11-29 15:50:00
670,93,Charge,2016-11-29 16:00:00
671,93,Регистрация_пациента_по_КА,2016-11-29 16:00:00
672,93,Patient_registration_for_HTMC,2016-11-29 16:04:00
673,94,CP-2.04 Exit through the turnstile 3,2016-11-30 08:44:24
674,94,Card reader CPC D1.10,2016-11-30 08:46:20
675,94,Patient_registration_for_HTMC,2016-11-30 09:32:00
676,94,Регистрация_пациента_по_КА,2016-11-30 11:03:00
677,94,Charge,2016-11-30 11:06:00
678,94,Регистрация_пациента_по_КА,2016-11-30 11:07:00
679,94,Регистрация_пациента_по_КА,2016-11-30 11:09:00
680,94,Charge,2016-11-30 11:55:00
681,94,Patient_registration_for_HTMC,2016-11-30 11:57:00
682,94,Patient_registration_for_HTMC,2016-11-30 13:40:00
683,94,Patient_registration_for_HTMC,2016-11-30 15:34:00
684,95,CP-2.04 Exit through the turnstile 3,2016-12-01 08:49:39
685,95,CP-2.04 Exit through the turnstile 3,2016-12-01 08:49:41
686,95,Регистрация_пациента_по_КА,2016-12-01 10:19:00
687,95,Регистрация_пациента_по_КА,2016-12-01 10:22:00
688,95,Регистрация_пациента_по_КА,2016-12-01 10:23:00
689,95,Charge,2016-12-01 10:25:00
690,95,Charge,2016-12-01 10:39:00
691,95,Charge,2016-12-01 12:00:00
692,95,Patient_registration_for_specialized_medical_aid,2016-12-01 12:06:00
693,95,Charge,2016-12-01 13:21:00
694,95,Charge,2016-12-01 16:46:00
695,95,Регистрация_пациента_по_КА,2016-12-01 16:47:00
696,96,CP-2.04 Exit through the turnstile 3,2016-12-02 08:49:03
697,96,Card reader CPC D1.41,2016-12-02 08:50:51
698,96,Card reader CPC D7.05,2016-12-02 08:54:09
699,96,Charge,2016-12-02 16:11:00
700,97,CP-2.04 Exit through the turnstile 3,2016-12-05 08:50:12
701,97,Card reader CPC D1.10,2016-12-05 08:51:52
702,97,Charge,2016-12-05 09:33:00
703,97,Charge,2016-12-05 12:25:00
704,97,Charge,2016-12-05 16:47:00
705,97,Регистрация_пациента_по_КА,2016-12-05 16:47:00
706,98,CP-2.04 Exit through the turnstile 3,2016-12-06 08:47:28
707,98,Card reader CPC D1.10,2016-12-06 08:49:43
708,98,Регистрация_пациента_по_КА,2016-12-06 11:01:00
709,98,Charge,2016-12-06 15:24:00
710,98,Charge,2016-12-06 15:26:00
711,98,Charge,2016-12-06 16:24:00
712,98,Charge,2016-12-06 16:24:00
713,98,Регистрация_пациента_по_КА,2016-12-06 16:25:00
714,99,CP-2.04 Exit through the turnstile 3,2016-12-07 08:47:56
715,99,Card reader CPC D1.41,2016-12-07 08:49:19
716,99,Card reader CPC D1.10,2016-12-07 08:49:25
717,99,Charge,2016-12-07 10:01:00
718,99,Регистрация_пациента_по_КА,2016-12-07 10:02:00
719,99,Charge,2016-12-07 12:14:00
720,99,Charge,2016-12-07 12:29:00
721,99,Регистрация_пациента_по_КА,2016-12-07 12:32:00
722,99,Patient_registration_for_HTMC,2016-12-07 15:27:00
723,99,Регистрация_пациента_по_КА,2016-12-07 16:17:00
724,99,Charge,2016-12-07 17:01:00
725,100,CP-2.04 Exit through the turnstile 3,2016-12-08 08:56:39
726,100,Card reader CPC D1.41,2016-12-08 08:57:51
727,100,Card reader CPC D1.10,2016-12-08 08:57:58
728,100,Card reader CPC D7.05,2016-12-08 08:59:20
729,100,Charge,2016-12-08 09:10:00
730,100,Регистрация_пациента_по_КА,2016-12-08 11:34:00
731,100,Charge,2016-12-08 11:36:00
732,100,Регистрация_пациента_по_КА,2016-12-08 11:36:00
733,100,Patient_registration_for_specialized_medical_aid,2016-12-08 11:38:00
734,100,Charge,2016-12-08 11:41:00
735,100,Patient_registration_for_specialized_medical_aid,2016-12-08 11:41:00
736,100,Charge,2016-12-08 11:43:00
737,100,Charge,2016-12-08 11:43:00
738,100,Charge,2016-12-08 11:43:00
739,100,Patient_registration_for_specialized_medical_aid,2016-12-08 11:44:00
740,100,Medical_documentation_and_release_records,2016-12-08 11:45:00
741,100,Charge,2016-12-08 11:45:00
742,100,Patient_registration_for_specialized_medical_aid,2016-12-08 11:45:00
743,100,Charge,2016-12-08 14:30:00
744,100,Card reader CPC D7.05,2016-12-08 16:24:33
745,100,Card reader CPC D7.05,2016-12-08 16:29:36
746,101,CP-2.04 Exit through the turnstile 3,2016-12-09 08:38:22
747,101,Card reader CPC D1.41,2016-12-09 08:39:57
748,101,Card reader CPC D1.10,2016-12-09 08:40:04
749,101,Card reader CPC D7.05,2016-12-09 08:42:45
750,101,Card reader CPC D1.41,2016-12-09 11:15:01
751,101,Charge,2016-12-09 12:09:00
752,101,Регистрация_пациента_по_КА,2016-12-09 12:10:00
753,101,Charge,2016-12-09 12:13:00
754,101,Charge,2016-12-09 12:14:00
755,101,Регистрация_пациента_по_КА,2016-12-09 12:15:00
756,101,Patient_registration_for_specialized_medical_aid,2016-12-09 13:12:00
757,101,Charge,2016-12-09 13:14:00
758,101,Patient_registration_for_HTMC,2016-12-09 15:35:00
759,101,Patient_registration_for_HTMC,2016-12-09 15:46:00
760,102,CP-2.04 Exit through the turnstile 3,2016-12-12 08:51:49
761,102,Card reader CPC D7.05,2016-12-12 08:55:49
762,102,Charge,2016-12-12 11:21:00
763,102,Регистрация_пациента_по_КА,2016-12-12 11:22:00
764,102,Charge,2016-12-12 11:28:00
765,102,Регистрация_пациента_по_КА,2016-12-12 11:29:00
766,102,Patient_registration_for_HTMC,2016-12-12 11:55:00
767,102,Charge,2016-12-12 13:25:00
768,102,Charge,2016-12-12 13:26:00
769,102,Регистрация_пациента_по_КА,2016-12-12 15:53:00
770,103,CP-2.04 Exit through the turnstile 3,2016-12-13 08:45:47
771,103,Card reader CPC D1.41,2016-12-13 08:47:25
772,103,Card reader CPC D1.10,2016-12-13 08:47:31
773,103,Charge,2016-12-13 09:24:00
774,103,Charge,2016-12-13 09:55:00
775,103,Charge,2016-12-13 11:02:00
776,103,Charge,2016-12-13 11:04:00
777,103,Charge,2016-12-13 12:28:00
778,103,Регистрация_пациента_по_КА,2016-12-13 12:28:00
779,103,Patient_registration_for_specialized_medical_aid,2016-12-13 12:31:00
780,103,Charge,2016-12-13 12:57:00
781,103,Patient_registration_for_specialized_medical_aid,2016-12-13 12:58:00
782,103,Charge,2016-12-13 13:13:00
783,103,Регистрация_пациента_по_КА,2016-12-13 15:24:00
784,103,Регистрация_пациента_по_КА,2016-12-13 15:28:00
785,103,Charge,2016-12-13 15:30:00
786,103,Регистрация_пациента_по_КА,2016-12-13 15:30:00
787,103,Регистрация_пациента_по_КА,2016-12-13 15:31:00
788,103,Charge,2016-12-13 15:33:00
789,103,Регистрация_пациента_по_КА,2016-12-13 15:33:00
790,103,Charge,2016-12-13 15:35:00
791,104,CP-2.04 Exit through the turnstile 3,2016-12-14 08:41:34
792,104,Card reader CPC D1.41,2016-12-14 08:43:14
793,104,Card reader CPC D1.10,2016-12-14 08:43:21
794,104,Patient_registration_for_HTMC,2016-12-14 09:42:00
795,104,Charge,2016-12-14 10:02:00
796,104,Charge,2016-12-14 10:40:00
797,104,Регистрация_пациента_по_КА,2016-12-14 10:40:00
798,104,Charge,2016-12-14 11:09:00
799,104,Patient_registration_for_specialized_medical_aid,2016-12-14 11:54:00
800,104,Patient_registration_for_specialized_medical_aid,2016-12-14 11:55:00
801,104,Charge,2016-12-14 12:38:00
802,104,Charge,2016-12-14 12:47:00
803,104,Направление_на_ВМП-ОМС,2016-12-14 12:52:00
804,104,Charge,2016-12-14 13:05:00
805,104,Charge,2016-12-14 15:40:00
806,104,Charge,2016-12-14 15:41:00
807,104,Charge,2016-12-14 15:42:00
808,104,Регистрация_пациента_по_КА,2016-12-14 15:43:00
809,104,Charge,2016-12-14 15:44:00
810,104,Регистрация_пациента_по_КА,2016-12-14 15:44:00
811,105,CP-2.04 Exit through the turnstile 3,2016-12-15 08:41:32
812,105,CP-2.04 Exit through the turnstile 3,2016-12-15 08:41:34
813,105,Charge,2016-12-15 11:20:00
814,105,Charge,2016-12-15 11:57:00
815,105,Направление_на_ВМП-ОМС,2016-12-15 12:03:00
816,105,Регистрация_пациента_по_КА,2016-12-15 12:31:00
817,105,Charge,2016-12-15 12:36:00
818,105,Регистрация_пациента_по_КА,2016-12-15 12:36:00
819,105,Charge,2016-12-15 13:20:00
820,106,CP-2.04 Exit through the turnstile 3,2016-12-16 08:45:39
821,106,Card reader CPC D1.10,2016-12-16 08:47:14
822,106,Card reader CPC D7.05,2016-12-16 08:49:25
823,106,Card reader CPC D2.11,2016-12-16 08:54:24
824,106,Card reader CPC D7.05,2016-12-16 09:28:43
825,106,Patient_registration_for_HTMC,2016-12-16 10:56:00
826,106,Регистрация_пациента_по_КА,2016-12-16 12:29:00
827,106,Patient_registration_for_HTMC,2016-12-16 14:31:00
828,107,CP-2.04 Exit through the turnstile 3,2016-12-19 08:51:50
829,107,Card reader CPC D1.41,2016-12-19 08:53:22
830,107,Charge,2016-12-19 09:43:00
831,107,Регистрация_пациента_по_КА,2016-12-19 10:23:00
832,107,Регистрация_пациента_по_КА,2016-12-19 10:25:00
833,107,Charge,2016-12-19 13:09:00
834,107,Charge,2016-12-19 13:10:00
835,107,Charge,2016-12-19 13:11:00
836,107,Charge,2016-12-19 13:23:00
837,107,Регистрация_пациента_по_КА,2016-12-19 13:43:00
838,107,Регистрация_пациента_по_КА,2016-12-19 13:48:00
839,107,Регистрация_пациента_по_КА,2016-12-19 13:49:00
840,107,Регистрация_пациента_по_КА,2016-12-19 13:50:00
841,108,CP-2.04 Exit through the turnstile 3,2016-12-20 08:41:40
842,108,Card reader CPC D1.41,2016-12-20 08:43:13
843,108,Card reader CPC D1.10,2016-12-20 08:43:20
844,108,Charge,2016-12-20 09:15:00
845,108,Charge,2016-12-20 10:24:00
846,108,Charge,2016-12-20 11:45:00
847,108,Charge,2016-12-20 11:57:00
848,108,Регистрация_пациента_по_КА,2016-12-20 12:04:00
849,108,Charge,2016-12-20 12:31:00
850,108,Регистрация_пациента_по_КА,2016-12-20 12:35:00
851,108,Регистрация_пациента_по_КА,2016-12-20 12:37:00
852,108,Charge,2016-12-20 13:06:00
853,108,Регистрация_пациента_по_КА,2016-12-20 13:06:00
854,108,Charge,2016-12-20 14:16:00
855,108,Charge,2016-12-20 15:22:00
856,108,Patient_registration_for_HTMC,2016-12-20 15:30:00
857,109,CP-2.04 Exit through the turnstile 3,2016-12-21 08:39:22
858,109,Card reader CPC D1.41,2016-12-21 08:41:26
859,109,Card reader CPC D1.10,2016-12-21 08:41:32
860,109,Регистрация_пациента_по_КА,2016-12-21 11:03:00
861,109,Medical_documentation_and_release_records,2016-12-21 13:47:00
862,109,Charge,2016-12-21 14:10:00
863,109,Charge,2016-12-21 14:11:00
864,109,Charge,2016-12-21 15:47:00
865,110,CP-2.04 Exit through the turnstile 3,2016-12-22 08:43:13
866,110,Card reader CPC D1.41,2016-12-22 08:44:51
867,110,Card reader CPC D1.10,2016-12-22 08:44:56
868,110,Charge,2016-12-22 09:36:00
869,110,Charge,2016-12-22 09:41:00
870,110,Patient_registration_for_HTMC,2016-12-22 09:44:00
871,110,Charge,2016-12-22 11:42:00
872,110,Регистрация_пациента_по_КА,2016-12-22 11:42:00
873,110,Charge,2016-12-22 11:44:00
874,110,Регистрация_пациента_по_КА,2016-12-22 11:44:00
875,110,Charge,2016-12-22 11:46:00
876,110,Регистрация_пациента_по_КА,2016-12-22 11:46:00
877,110,Регистрация_пациента_по_КА,2016-12-22 11:48:00
878,110,Charge,2016-12-22 13:33:00
879,110,Charge,2016-12-22 15:39:00
880,110,Charge,2016-12-22 15:41:00
881,111,CP-2.04 Exit through the turnstile 3,2016-12-23 08:45:25
882,111,Card reader CPC D1.41,2016-12-23 08:47:11
883,111,Card reader CPC D1.10,2016-12-23 08:47:17
884,111,Charge,2016-12-23 10:56:00
885,111,Регистрация_пациента_по_КА,2016-12-23 10:57:00
886,111,Patient_registration_for_HTMC,2016-12-23 11:36:00
887,111,Patient_registration_for_HTMC,2016-12-23 11:54:00
888,111,Patient_registration_for_HTMC,2016-12-23 12:32:00
889,111,Patient_registration_for_HTMC,2016-12-23 15:21:00
890,111,Charge,2016-12-23 15:55:00
891,111,Направление_на_ВМП-ОМС,2016-12-23 16:03:00
892,111,Charge,2016-12-23 16:10:00
893,112,CP-2.04 Exit through the turnstile 3,2016-12-27 08:34:55
894,112,Card reader CPC D1.41,2016-12-27 08:36:28
895,112,Card reader CPC D1.10,2016-12-27 08:36:34
896,112,Charge,2016-12-27 09:45:00
897,112,Patient_registration_for_HTMC,2016-12-27 10:01:00
898,112,Регистрация_пациента_по_КА,2016-12-27 11:35:00
899,112,Charge,2016-12-27 13:15:00
900,113,CP-2.04 Exit through the turnstile 3,2016-12-28 14:40:17
901,114,CP-2.04 Exit through the turnstile 3,2017-01-12 08:42:26
902,114,Card reader CPC D1.10,2017-01-12 08:44:02
903,114,Charge,2017-01-12 09:02:00
904,114,Направление_на_ВМП-ОМС,2017-01-12 10:14:00
905,114,Charge,2017-01-12 12:57:00
906,114,Charge,2017-01-12 14:15:00
907,114,Charge,2017-01-12 14:47:00
908,114,Charge,2017-01-12 15:49:00
909,114,Charge,2017-01-12 16:32:00
910,114,Charge,2017-01-12 16:37:00
911,115,CP-2.04 Exit through the turnstile 3,2017-01-13 08:31:22
912,115,Card reader CPC D7.05,2017-01-13 08:35:44
913,115,Charge,2017-01-13 10:00:00
914,115,Charge,2017-01-13 10:00:00
915,115,Charge,2017-01-13 11:25:00
916,115,Charge,2017-01-13 13:57:00
917,115,Charge,2017-01-13 15:11:00
918,115,Charge,2017-01-13 15:12:00
919,116,CP-2.04 Exit through the turnstile 3,2017-01-16 08:46:11
920,116,Card reader CPC D1.41,2017-01-16 08:47:56
921,116,Card reader CPC D1.10,2017-01-16 08:48:01
922,116,Charge,2017-01-16 16:17:00
923,116,Charge,2017-01-16 16:28:00
924,116,Charge,2017-01-16 16:28:00
925,117,CP-2.04 Exit through the turnstile 3,2017-01-17 08:37:42
926,117,Card reader CPC D1.41,2017-01-17 08:39:30
927,117,Card reader CPC D1.10,2017-01-17 08:39:35
928,117,Card reader CPC D7.05,2017-01-17 08:41:17
929,117,Charge,2017-01-17 08:50:00
930,117,Patient_registration_for_HTMC,2017-01-17 09:05:00
931,117,Patient_registration_for_HTMC,2017-01-17 09:33:00
932,117,Patient_registration_for_HTMC,2017-01-17 09:48:00
933,117,Charge,2017-01-17 11:01:00
934,117,Medical_documentation_and_release_records,2017-01-17 11:04:00
935,117,Charge,2017-01-17 11:20:00
936,117,Patient_registration_for_HTMC,2017-01-17 11:38:00
937,117,Patient_registration_for_HTMC,2017-01-17 16:50:00
938,118,CP-2.04 Exit through the turnstile 3,2017-01-18 08:53:36
939,118,Card reader CPC D1.41,2017-01-18 08:55:02
940,118,Card reader CPC D1.10,2017-01-18 08:55:08
941,118,Charge,2017-01-18 09:32:00
942,118,Charge,2017-01-18 09:32:00
943,118,Patient_registration_for_HTMC,2017-01-18 09:35:00
944,118,Patient_registration_for_HTMC,2017-01-18 13:07:00
945,118,Patient_registration_for_HTMC,2017-01-18 13:17:00
946,118,Charge,2017-01-18 13:51:00
947,119,CP-2.04 Exit through the turnstile 3,2017-01-19 08:37:16
948,119,Card reader CPC D1.10,2017-01-19 08:38:57
949,119,Charge,2017-01-19 12:33:00
950,119,Patient_registration_for_HTMC,2017-01-19 15:17:00
951,119,Charge,2017-01-19 16:38:00
952,120,CP-2.04 Exit through the turnstile 3,2017-01-20 08:42:21
953,120,Patient_registration_for_HTMC,2017-01-20 13:27:00
954,120,Направление_на_ВМП-ОМС,2017-01-20 15:46:00
955,120,CP-2.04 Exit through the turnstile 3,2017-01-23 08:41:21
956,120,Card reader CPC D1.41,2017-01-23 08:42:50
957,120,Charge,2017-01-23 09:38:00
958,120,Charge,2017-01-23 09:56:00
959,121,CP-2.04 Exit through the turnstile 3,2017-01-24 08:43:59
960,121,Card reader CPC D1.41,2017-01-24 08:45:29
961,121,Card reader CPC D1.10,2017-01-24 08:45:34
962,121,Medical_documentation_and_release_records,2017-01-24 10:34:00
963,121,Направление_на_ВМП-ОМС,2017-01-24 10:37:00
964,121,CP-2.04 Exit through the turnstile 3,2017-01-24 12:00:39
965,121,Card reader CPC D1.41,2017-01-24 12:01:50
966,121,Card reader CPC D1.41,2017-01-24 13:30:20
967,121,Card reader CPC D1.10,2017-01-24 13:30:25
968,121,Patient_registration_for_HTMC,2017-01-24 14:34:00
969,121,Charge,2017-01-24 15:45:00
